Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0073-71;QUADRA QNH AREA ESPECIAL N;59;;TAGUATINGA;71920-540;GLP;21/07/2025;101,99;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0049-41;AVENIDA SEGUNDA  AV. NORTE LOTES;45660;;SAMAMBAIA;72331-025;GLP;21/07/2025;108,99;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0087-77;QUADRA QN 122 CONJUNTO 07 LOTE;6;;SAMAMBAIA;72310-108;GLP;21/07/2025;108,99;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0085-05;AVENIDA SEGUNDA  AV. NORTE LOTE;45692;;SAMAMBAIA;72331-025;GLP;21/07/2025;106,99;;R$ / 13 kg;LIQUIGÁS
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0043-56;AVENIDA PRIMEIRA  AVENIDA  LOTES;45660;;SAMAMBAIA;72310-108;GLP;21/07/2025;108,99;;R$ / 13 kg;LIQUIGÁS
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0059-13;AREA AREA CENTRAL 2/3 LOTE;1;;RIACHO FUNDO;71810-100;GLP;21/07/2025;100,99;;R$ / 13 kg;LIQUIGÁS
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0064-80;AVENIDA PRIMEIRA  AV. NORTE LOTE;45942;;SAMAMBAIA;72320-000;GLP;21/07/2025;111,99;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA; 00.306.597/0047-80;AVENIDA A/C AVENIDA DAS CASTANHEIRAS LOTE;1950;;AGUAS CLARAS;71900-100;GLP;21/07/2025;97,99;;R$ / 13 kg;ULTRAGAZ
CO;MT;CUIABA;COMERCIO LEBLON GAS E AGUA LTDA - ME; 04.851.668/0001-01;RUA   BOA VISTA;560;;JARDIM LEBLON;78060-038;GLP;21/07/2025;110,00;;R$ / 13 kg;BRANCA
NE;MA;SAO LUIS;NICOLAU DERIVADOS DE PETROLEO LTDA; 35.196.823/0010-00;TRAVESSA GENERAL ARTUR CARVALHO;76;;TURU;65066-330;GLP;23/07/2025;99,99;;R$ / 13 kg;LIQUIGÁS
S;RS;PELOTAS;E. P. FERNANDES; 09.115.740/0001-48;AVENIDA   FERREIRA VIANA;760;;AREAL;96085-000;GLP;22/07/2025;111,00;;R$ / 13 kg;LIQUIGÁS
CO;GO;ANAPOLIS;ROMILDA MARTINS BONFIM MELO; 12.517.828/0001-09;ALAMEDA BRASILIA;540;;JARDIM ALEXANDRINA;75060-030;GLP;23/07/2025;110,00;;R$ / 13 kg;ULTRAGAZ
CO;GO;APARECIDA DE GOIANIA;ANIBAL CAETANO DO CARMO NETO; 15.193.690/0001-10;RUA   11 A;S/N;QUADRA 28 LOTE 19;SETOR GARAVELO;74932-040;GLP;21/07/2025;105,00;;R$ / 13 kg;BRANCA
NE;MA;IMPERATRIZ;D.L. BONFIM COMERCIO; 02.107.579/0002-00;RUA   IRACEMA;628;A;NOVA IMPERATRIZ;65907-120;GLP;21/07/2025;115,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;UBERLANDIA;ALTO GAS MD LTDA; 15.695.947/0001-31;AVENIDA DOM PEDRO II;1147;;ALTO UMUARAMA;38405-280;GLP;24/07/2025;115,00;;R$ / 13 kg;ULTRAGAZ
S;RS;NOVO HAMBURGO;REGINA M.COMERCIO DE GAS LTDA; 15.573.978/0001-10;RUA VEREADOR CALOS EMILIO KOLLING;46;;SAO JORGE;93537-050;GLP;25/07/2025;100,00;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;GASBOM M BOI MIRIM II COMÉRCIO DE GÁS LTDA; 14.500.301/0001-99;ESTRADA DO M BOI MIRIM;6092;;PARQUE DO LAGO;04905-000;GLP;23/07/2025;115,00;;R$ / 13 kg;CONSIGAZ
SE;SP;SAO PAULO;GASBOM GUARAPIRANGA COMÉRCIO DE GÁS LTDA; 14.500.296/0001-14;AVENIDA GUARAPIRANGA;5157;;PRAIA DA LAGOA;04910-015;GLP;23/07/2025;109,99;;R$ / 13 kg;CONSIGAZ
SE;RJ;SAO GONCALO;M2W COMÉRCIO E TRANSPORTES DE GÁS GLP LTDA - ME; 10.391.179/0001-09;RUA ORESTES BARBOSA;19;;GALO BRANCO;24422-500;GLP;23/07/2025;98,99;;R$ / 13 kg;ULTRAGAZ
N;RO;PORTO VELHO;L. DA COSTA SILVA DISTRIBUIDORA - ME; 15.393.067/0001-00;RUA JOSE VIEIRA CAULA;6951;;ESPERANCA DA COMUNIDADE;76825-144;GLP;22/07/2025;115,00;;R$ / 13 kg;FOGAS
S;PR;FOZ DO IGUACU;CITYGAS REVENDA DE GLP LTDA; 84.822.261/0001-87;RUA TISIU;401;ESQ C R BEIJA FLOR;PORTAL DA FOZ;85859-610;GLP;22/07/2025;120,00;;R$ / 13 kg;COPA ENERGIA
SE;SP;MARILIA;B&R COMÉRCIO DE GÁS E TRANSPORTES LTDA ME; 15.637.766/0001-59;RUA   JOSE SILVA;642;B;JARDIM FONTANELLI;17502-500;GLP;24/07/2025;120,00;;R$ / 13 kg;BRANCA
NE;CE;FORTALEZA;J. M. CAVALCANTE GAS; 12.001.568/0001-06;RUA HUMBERTO MONTE;1005;;BELA VISTA;60442-611;GLP;24/07/2025;110,00;;R$ / 13 kg;MINASGAS
SE;RJ;SAO GONCALO;CUNHA COMERCIO DE GAS LP LTDA; 15.362.110/0001-70;AVENIDA JOSE MANNA JUNIOR;277;"LOJA;";TRINDADE;24456-000;GLP;23/07/2025;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;DF;BRASILIA;ART COMERCIO DE GAS LTDA; 15.331.919/0001-35;QUADRA QNM 19 CONJUNTO H LOTE;47;;CEILANDIA SUL (CEILANDIA);72215-198;GLP;23/07/2025;94,99;;R$ / 13 kg;BRANCA
CO;GO;ANAPOLIS;BORJA E MOREIRA DISTRIBUIDORA DE BEBIDAS E GAS LTDA - ME; 16.678.191/0001-85;AVENIDA   BANDEIRANTES;12;ESQ. C/AV. PAULISTA;VILA JAIARA;75064-040;GLP;24/07/2025;110,00;;R$ / 13 kg;ULTRAGAZ
CO;MT;VARZEA GRANDE;NIZALVA ALVES DA ROCHA - ME; 13.657.174/0001-73;RUA BARAO DE AGUAPEI;1;;JARDIM ITORORO;78138-810;GLP;23/07/2025;99,99;;R$ / 13 kg;BRANCA
SE;RJ;NOVA IGUACU;MRL COMERCIO DE GAS GLP LTDA; 14.805.137/0001-28;ESTRADA LUIZ MARIO DA ROCHA LIMA;1824;LOJA  A                   QUADRAB - LOTE 11;RIACHAO;26084-005;GLP;21/07/2025;110,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;NOVO HAMBURGO;COMERCIO DE GAS POSTACO LTDA; 14.067.319/0001-49;RUA ESPINOSA;102;;PRIMAVERA;93344-140;GLP;23/07/2025;109,00;;R$ / 13 kg;BRANCA
SE;ES;VITORIA;T.A GONCALVES; 14.822.331/0001-11;RUA FREI ANTONIO DOS MARTIRES;26;;CENTRO;29016-150;GLP;21/07/2025;95,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;MT;CUIABA;ALONSIO A. S. TOLEDO - DISTRIB. DE AGUA E GAS ME; 16.506.571/0001-32;AVENIDA ESPIGÃO;1370;QUADRA 108 LOTE 22A;TIJUCAL;78088-000;GLP;21/07/2025;120,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO PAULO;CÍCERO DA SILVA ANDRADE ME; 16.912.152/0001-09;ESTRADA DOM'BOI MIRIM;6899;;PARQUE DO LAGO;04948-030;GLP;23/07/2025;114,99;;R$ / 13 kg;COPA ENERGIA
NE;PE;CARUARU;J A SILVA DE OLIVEIRA; 10.314.246/0001-91;RUA JANUARIO DA CUNHA BARBOSA;340;;UNIVERSITARIO;55016-510;GLP;22/07/2025;90,00;;R$ / 13 kg;BAHIANA
SE;SP;SAO PAULO;GASBOM AMADOR BUENO COMERCIO DE GAS LTDA; 14.505.876/0001-02;AVENIDA AMADOR BUENO DA VEIGA;2180;;PENHA DE FRANCA;03636-100;GLP;21/07/2025;107,99;;R$ / 13 kg;CONSIGAZ
NE;PB;JOAO PESSOA;VIA OESTE COMERCIO DE COMBUSTIVEIS LTDA; 17.084.166/0001-36;RUA GENERAL AURELIO DE LYRA TAVARES;3333;VIA OESTE;ILHA DO BISPO;58011-600;GLP;21/07/2025;84,99;;R$ / 13 kg;BAHIANA
S;RS;CANOAS;ADRIANA DE OLIVEIRA LIMA - ME; 17.134.300/0001-66;RUA 1;26;SETOR 2  QUADRA LL;GUAJUVIRAS;92440-010;GLP;21/07/2025;105,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO PAULO;GASBOM CURSINO I COMERCIO DE GAS LTDA; 14.500.298/0001-03;AVENIDA CURSINO;3387;;SAUDE;04133-300;GLP;21/07/2025;122,99;;R$ / 13 kg;CONSIGAZ
NE;BA;SALVADOR;BELA VISTA REVENDEDORA DE GAS LTDA - ME; 17.261.356/0001-81;RUA BELA VISTA;65;TERREO;ALTO DO COQUEIRINHO;41615-000;GLP;22/07/2025;125,00;;R$ / 13 kg;BAHIANA
N;AM;MANAUS;L C CAMPOS DE SOUZA - ME; 12.892.239/0001-00;RUA   TAMBIARA;22;QUADRA 25;CIDADE NOVA;69090-060;GLP;24/07/2025;130,00;;R$ / 13 kg;AMAZONGÁS
CO;GO;APARECIDA DE GOIANIA;INDEPENDENCIA GAS LTDA; 16.657.993/0001-09;RUA DONA  MARIA AUGUSTA BRANDAO;S/N;QUADRA 34  LOTE 3 CASA 1;PARQUE VEIGA JARDIM;74954-150;GLP;21/07/2025;115,00;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;CLAUDIONOR RODRIGUES DOS SANTOS 03765534641 ME; 14.266.432/0001-53;AVENIDA   C;577;;JARDIM PRIMAVERA;39404-151;GLP;24/07/2025;120,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;JUIZ DE FORA;J B IRMAOS COMERCIO E TRANSPORTE DE GAS LTDA; 17.364.799/0001-06;AV VEREADOR RAYMUNDO HARGREAVES;185;;FONTESVILLE;36083-770;GLP;21/07/2025;89,99;;R$ / 13 kg;BRANCA
S;RS;PORTO ALEGRE;JOÃO FELIPE BARCELLOS ME; 17.317.636/0001-64;AVENIDA IPIRANGA;403;;MENINO DEUS;90160-092;GLP;22/07/2025;125,00;;R$ / 13 kg;LIQUIGÁS
S;RS;SANTA MARIA;JONAS F. TABORDA & JONAS F. T. JUNIOR LTDA; 13.729.556/0001-65;ESTRADA BR 392;2755;;VILA TOMAZETTI;97070-160;GLP;23/07/2025;112,00;;R$ / 13 kg;COPA ENERGIA
CO;DF;BRASILIA;HA DE PAULA COMERCIO DE GAS LTDA; 17.409.212/0001-20;QUADRA QNM 5 CONJUNTO H LOTE;3;;CEILANDIA SUL (CEILANDIA);72215-056;GLP;23/07/2025;102,00;;R$ / 13 kg;BRANCA
CO;MT;CUIABA;U F CASSIANO; 14.319.240/0001-68;RUA PROFESSORA ALICE FREIRE SILVA;13;QUADRA105                       CPA II;MORADA DA SERRA;78055-534;GLP;21/07/2025;99,99;;R$ / 13 kg;FOGAS
SE;MG;BELO HORIZONTE;FERNANDO DO GAS LTDA; 15.527.551/0001-85;AVENIDA SERRANA;730;"CASA;";ITATIAIA;31360-270;GLP;22/07/2025;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;MT;RONDONOPOLIS;AUTO POSTO FERNANDO CORREA DA COSTA LTDA; 15.782.755/0001-62;RUA FERNANDO CORREA DA COSTA;873;;VILA AURORA I PARTE;78740-000;GLP;23/07/2025;125,00;;R$ / 13 kg;COPA ENERGIA
NE;MA;IMPERATRIZ;LUIS JAILSON ABREU DA SILVA; 17.255.772/0001-77;RUA PIAUI;1416;;BACURI;65916-113;GLP;21/07/2025;114,99;;R$ / 13 kg;BAHIANA
S;SC;FLORIANOPOLIS;MAGALHÃES & DIAS COMERCIO LTDA - EPP; 18.226.372/0001-04;RODOVIA DOUTOR ANTONIO LUIZ MOURA GONZAGA;2316;;RIO TAVARES;88048-301;GLP;21/07/2025;129,00;;R$ / 13 kg;ULTRAGAZ
NE;AL;MACEIO;ALESSANDRO DOS SANTOS 02075639426; 11.906.414/0001-09;AVENIDA   MONTE CASTELO;120;;VERGEL DO LAGO;57015-130;GLP;24/07/2025;105,00;;R$ / 13 kg;BAHIANA
SE;ES;VILA VELHA;PRA COMERCIO LTDA - ME; 17.473.955/0001-69;RUA   DEZENOVE;23;;COCAL;29105-690;GLP;22/07/2025;100,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;SC;CRICIUMA;VISA COMERCIO E TRANSPORTES DE GAS LTDA - ME; 17.708.243/0001-81;AVENIDA UNIVERSITARIA;4205;;SAO DEFENDE;88808-000;GLP;21/07/2025;110,00;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO PAULO;GASBOM PARAPUA COMERCIO DE GAS LTDA; 14.871.756/0001-10;RUA PARAPUA;1961;;BRASILANDIA;02831-001;GLP;23/07/2025;104,99;;R$ / 13 kg;CONSIGAZ
S;SC;JOINVILLE;EVALDO APARECIDO RODRIGUES; 17.046.697/0001-34;RUA GUANABARA;2720;;FATIMA;89229-112;GLP;21/07/2025;120,00;;R$ / 13 kg;BRANCA
NE;MA;IMPERATRIZ;F DE OLIVEIRA SILVA COMERCIO - ME; 15.384.271/0001-65;RUA   CORIOLANO MILHOMEM;430;;CENTRO;65900-330;GLP;21/07/2025;115,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;CURITIBA;M. A. DOS SANTOS COMERCIO DE GAS E BEBIDAS - ME.; 18.518.125/0001-73;RUA FERNANDO DE NORONHA;1271;COMERCIO 01;SANTA CANDIDA;82640-350;GLP;21/07/2025;98,00;;R$ / 13 kg;LIQUIGÁS
NE;MA;IMPERATRIZ;JOSE DAMACENA RIBEIRO; 17.403.173/0001-53;AVENIDA RIO XINGU;200;LETRA A;PARQUE AMAZONAS;65900-970;GLP;21/07/2025;120,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO PAULO;GASBOM CALDEIRA FILHO COMERCIO DE GAS LTDA.; 15.500.662/0001-06;RUA CARLOS CALDEIRA FILHO;S/Nº;LT. 1 A 5 QD. 9;JD. SÃO JANUÁRIO;05335-120;GLP;23/07/2025;114,99;;R$ / 13 kg;CONSIGAZ
CO;MT;RONDONOPOLIS;SEVERINO JOAO DA SILVA; 05.731.913/0001-00;RUA GAL MASCARENHAS DE MORAES;169;LOTE  13/14               QUADRA3;VILA MARILEY;78705-268;GLP;21/07/2025;130,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SAO PAULO;GASBOM CURSINO II COMERCIO DE GAS LTDA; 14.569.177/0001-18;RUA BRIGADEIRO AMILCAR VELOSO PEDERNEIRAS;863;JARDIM YARA;SAUDE;04173-000;GLP;21/07/2025;109,99;;R$ / 13 kg;CONSIGAZ
S;PR;CURITIBA;FONTANA COMERCIO DE BEBIDAS E GAS LTDA; 14.412.637/0001-08;RUA FERNANDO DE NORONHA;1181;;BOA VISTA;82650-145;GLP;21/07/2025;98,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;MONTES CLAROS;NORTE GAS COMERCIAL LTDA; 19.035.859/0001-64;AVENIDA DOUTOR MARIO TOURINHO;3140;;SANTO AMARO;39403-355;GLP;21/07/2025;99,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;RIO DE JANEIRO;REVENDEDOR DE GAS GUATEMALA LTDA; 11.730.506/0001-72;RUA CASCAIS;225;;PENHA CIRCULAR;21011-610;GLP;21/07/2025;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;FOZ DO IGUACU;ROSELAINE APARECIDA DE SANTI MEDEIROS; 19.146.143/0001-34;RUA SAPUCAI;31;;VILA C;85870-090;GLP;21/07/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;NOVA IGUACU;A. B. DE ALMEIDA - VENDA DE GAS; 14.869.278/0001-04;AVENIDA ABILIO AUGUSTO TAVORA;2901;;JARDIM ALVORADA;26265-090;GLP;21/07/2025;120,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;SALVADOR;MELHOR GAS COMERCIO DE GAS EIRELI; 19.355.910/0001-15;RUA VIRGILDASIO SENA;S/N;;BOCA DO RIO;41710-220;GLP;22/07/2025;130,00;;R$ / 13 kg;BAHIANA
CO;GO;ANAPOLIS;C A DUARTE - PANIFICADORA E PIZZARIA BELLO PAO; 12.583.305/0001-52;AVENIDA  DO PIRINEUS;S/N;QD. 12 LT. 26;PARQUE DOS PIRINEUS;75071-600;GLP;23/07/2025;110,00;;R$ / 13 kg;BRANCA
S;PR;PALOTINA;CHEGAZ COMERCIO DE GAS LTDA; 03.469.482/0037-22;AVENIDA INDEPENDENCIA;428;;CENTRO;85950-000;GLP;22/07/2025;115,00;;R$ / 13 kg;BRANCA
NE;AL;MACEIO;GLAUCIA ALBUQUERQUE CAVALCANTE EIRELI; 18.619.259/0001-80;AVENIDA CORONEL SALUSTIANO SARMENTO;319;;SAO JORGE;57045-061;GLP;24/07/2025;95,00;;R$ / 13 kg;BAHIANA
SE;SP;FRANCA;F. H. DE A. BOTELHO COMERCIO DE GAS LTDA; 19.541.744/0001-41;AVENIDA DOUTOR WILLIAM AZZUZ;6192;;RECREIO CAMPO BELO;14409-400;GLP;24/07/2025;104,99;;R$ / 13 kg;CONSIGAZ
CO;GO;ANAPOLIS;WELLINGTON ALVES MONTEIRO 73439690130; 18.957.503/0001-15;RUA   GOIANAPOLIS;S/N;QUADRA 45, LOTE 17, SALA 01;JARDIM ALEXANDRINA;75060-220;GLP;23/07/2025;110,00;;R$ / 13 kg;LIQUIGÁS
CO;MS;CAMPO GRANDE;AUTO POSTO SHIRAISHI CENTRO LTDA; 20.112.808/0001-78;RUA DOM AQUINO;1721;;CENTRO;79002-184;GLP;21/07/2025;95,00;;R$ / 13 kg;NGC DISTRIBUIDORA
CO;MT;VARZEA GRANDE;ROSANA DE SOUZA ROCHA 00981268145; 19.299.187/0001-02;RUA PERNAMBUCO (LOT N V GRANDE);550;;CENTRO SUL;78135-595;GLP;23/07/2025;115,00;;R$ / 13 kg;BRANCA
S;RS;PELOTAS;GAS UNIAO COMERCIO VAREJISTA DE GLP LTDA; 17.414.792/0001-43;RUA PROFESSOR PAULO ZANOTTA DA CRUZ;738;CASA  02;FRAGATA;96050-000;GLP;23/07/2025;112,00;;R$ / 13 kg;COPA ENERGIA
SE;SP;RIBEIRAO PRETO;AUTO POSTO VIA BRASIL LTDA; 19.493.467/0001-49;AVENIDA BRASIL;1033;;VILA CARVALHO;14075-040;GLP;23/07/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;AP;MACAPA;CHAMA AZUL LTDA; 13.251.303/0001-29;AVENIDA SEVERINO GOMES DE ALMEIDA;3119;;JARDIM FELICIDADE I;68909-833;GLP;22/07/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;MT;VARZEA GRANDE;JOÃO FERREIRA BATISTA - ME; 15.772.561/0001-86;RUA DEPUTADO EMANUEL PINHEIRO;229;;CRISTO REI;78118-060;GLP;23/07/2025;125,00;;R$ / 13 kg;COPA ENERGIA
SE;MG;BELO HORIZONTE;JR GAS LTDA; 19.988.655/0001-48;RUA JOSE LINS DO REGO;937;;TUPI A;31842-350;GLP;21/07/2025;105,00;;R$ / 13 kg;BRANCA
SE;SP;FRANCA;GASBOM COMERCIO DE GAS LTDA; 18.331.428/0001-82;AVENIDA ELISA VERZOLA GOSUEN;1836;;PROLONGAMENTO VILA SANTA CRUZ;14403-605;GLP;24/07/2025;104,99;;R$ / 13 kg;COPA ENERGIA
CO;MS;CAMPO GRANDE;SATURNO COMERCIO DE GAS E TRANSPORTE RODOVIARIO LTDA; 17.982.627/0001-98;RUA PROFESSOR HENRIQUE CIRILO CORREA;445;;VILA MARLI;79117-250;GLP;22/07/2025;100,00;;R$ / 13 kg;BRANCA
SE;MG;MONTES CLAROS;AGNALDO FREIRE DA CRUZ - ME; 20.120.214/0001-09;RUA FREI EUSTAQUIO;281;LETRA A;SAO JUDAS TADEU;39402-413;GLP;21/07/2025;104,99;;R$ / 13 kg;BRANCA
SE;ES;VILA VELHA;CLEBER DOS SANTOS ALMEIDA LTDA; 14.027.474/0001-31;AVENIDA JERONIMO MONTEIRO;1489;"LOJA: A;";GAROTO;29121-015;GLP;22/07/2025;97,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;APARECIDA DE GOIANIA;L B FERNANDES; 20.069.907/0001-14;AVENIDA MAJOR MANOEL AUGUSTO SILVA BRANDAO;SN;QD 73 LT 08;PARQUE VEIGA JARDIM;74954-410;GLP;21/07/2025;115,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;CURITIBA;MROZ DISTRIBUIDORA DE GAS E BEBIDAS LTDA; 20.249.806/0001-25;RUA RAPHAEL PAPA;1351;;JARDIM SOCIAL;82530-190;GLP;21/07/2025;115,00;;R$ / 13 kg;ULTRAGAZ
N;RR;BOA VISTA;TRAVASSO EMPREENDIMENTOS LTDA; 07.657.508/0001-06;AVENIDA PARIME BRASIL;1416;;CARANA;69313-625;GLP;22/07/2025;130,00;;R$ / 13 kg;AMAZONGÁS
CO;GO;ANAPOLIS;JOSEPH SAKR YOUSSEF KHOURI JUNIOR; 16.500.305/0001-00;RUA   BARTOLOMEU BUENO;109;QD: 08, LT: 02;VILA SANTA MARIA;75044-400;GLP;23/07/2025;110,00;;R$ / 13 kg;LIQUIGÁS
SE;MG;CONTAGEM;AGUIA GAS E AGUA LTDA - ME; 20.531.319/0001-50;RUA DAMAS RIBEIRO;480;;ÁGUA BRANCA;32310-470;GLP;23/07/2025;115,00;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;MS;CAMPO GRANDE;V. R. COSTA ME; 20.114.628/0001-25;RUA SANTA  ROSA;19;;SANTA LUZIA;79116-664;GLP;22/07/2025;104,99;;R$ / 13 kg;BRANCA
NE;MA;IMPERATRIZ;CARAIBAS COMERCIO E SERVIÇOS LTDA; 10.313.497/0001-51;AVENIDA   BERNARDO SAYÃO;814;;NOVA IMPERATRIZ;65907-000;GLP;21/07/2025;115,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;LONDRINA;PARANÁ NORTE GÁS LTDA - ME; 20.493.192/0001-22;RUA   ODY SILVEIRA;563;;ALTO DA BOA VISTA;86083-040;GLP;24/07/2025;110,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;ES;VILA VELHA;S. SCARPIN GAS - ME; 20.284.903/0001-59;RUA  DA CAZOARINA;10;FUNDOS A;ARIBIRI;29120-080;GLP;22/07/2025;110,00;;R$ / 13 kg;BRANCA
SE;SP;SAO JOSE DOS CAMPOS;SOUSA E CUSTODIO COMERCIO DE GAS LTDA; 18.407.058/0001-10;RUA LUIZ GUSTAVO DE VASCONCELOS;81;;RESIDENCIAL BOSQUE DOS IPES;12236-872;GLP;21/07/2025;95,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;BELO HORIZONTE;DISTRIBUIDORA DE GAS IRMAOS SILVA LTDA; 20.856.689/0001-68;RUA JOSE FELIX MARTINS;326;;MANTIQUEIRA;31660-100;GLP;21/07/2025;95,00;;R$ / 13 kg;NGC DISTRIBUIDORA
CO;MT;VARZEA GRANDE;JOSEMIL SANTANA DE MORAIS ME; 18.847.154/0001-89;AVENIDA TRINTA E UM DE MARCO;2189;"QUADR 02; LOTE 09";CRISTO REI;78118-005;GLP;23/07/2025;115,00;;R$ / 13 kg;BRANCA
SE;MG;CONTAGEM;G A S COMERCIO E TRANSPORTES LTDA; 21.145.299/0001-42;RUA APUIARES;300;;PARQUE XANGRI-LA;32186-340;GLP;23/07/2025;110,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;AL;MACEIO;INOVA COMERCIO DE GLP LTDA; 21.559.449/0001-64;AVENIDA JORGE BARROS;SN;"QUADRA: A5; LOTE: 12;";SANTA AMELIA;57063-000;GLP;24/07/2025;84,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;FRANCA;GUALBERTO, PEREIRA E SILVA LTDA - ME; 12.294.548/0001-70;RUA   JOSE CHRISTIANO DE ANDRADE;61;;JARDIM PAINEIRAS;14407-762;GLP;24/07/2025;104,99;;R$ / 13 kg;BRANCA
SE;SP;PIRACICABA;GEANNINI ESTHER VIEIRA DE OLIVEIRA; 13.221.198/0001-85;AVENIDA LUIZ RALF BENATTI;17;FUNDOS;VILA INDUSTRIAL;13412-248;GLP;21/07/2025;114,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;BAURU;VISTA ALEGRA BAURU COMERCIO DE GLP LTDA - ME; 19.921.482/0001-40;ALAMEDA DAS MAGNÓLIAS;45666;;PARQUE VISTA ALEGRE;17020-010;GLP;21/07/2025;105,00;;R$ / 13 kg;ULTRAGAZ
NE;MA;IMPERATRIZ;F. P DA COSTA COMERCIO; 20.922.705/0001-73;RUA   PERNAMBUCO;1175;;NOVA IMPERATRIZ;65907-270;GLP;21/07/2025;115,00;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;LILIANA PENAFORT VASCONCELOS 78195470220; 18.144.977/0001-48;AVENIDA   7 DE MAIO;11;;SANTA ETELVINA;69059-140;GLP;24/07/2025;125,00;;R$ / 13 kg;AMAZONGÁS
SE;SP;CAMPINAS;CHIMBA COMERCIO DE GAS LTDA; 21.164.749/0001-44;AVENIDA PRESIDENTE JUSCELINO;2486;"LOTE: 47 QRAC-1 QT10867;";RESIDENCIAL PARQUE DA FAZENDA;13060-589;GLP;21/07/2025;104,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CURITIBA;GAS EXPRESS CURITIBA EIRELI - ME; 21.971.707/0001-15;RUA DOUTOR  HUGO DE BARROS;140;;JARDIM DAS AMERICAS;81530-220;GLP;21/07/2025;105,00;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;R.F. DOS S. RUFINO - ME; 11.586.594/0002-61;RUA ITATIAIA;8805;ESQ. COM RUA UNIÃO;SAO FRANCISCO;76813-244;GLP;22/07/2025;123,00;;R$ / 13 kg;FOGAS
NE;AL;MACEIO;JOÃO R DE SALES - ME; 21.287.612/0001-87;RUA DOUTOR JOSÉ AFFONSO DE FARIAS MELLO NETO;170;A;TABULEIRO DO MARTINS;57060-160;GLP;24/07/2025;89,99;;R$ / 13 kg;COPA ENERGIA
SE;SP;TAUBATE;ALAIDE DOS SANTOS VASCONCELLOS; 17.180.414/0001-42;RUA PROFESSORA ESCOLASTICA MARIA DE JESUS;692;;JD EULALIA;12091-050;GLP;23/07/2025;84,99;;R$ / 13 kg;BRANCA
